reading_id,tube_id,lactate_concentration,acetate_concentration
R2405,T020,0.034487231388698913,0.7317251446419357
R2406,T115,0.20340093383942426,0.5468140870719604
R2407,T108,0.33413940881217163,0.9369036708191898
R2408,T038,0.04257886882329642,0.5939459691692001
R2409,T011,0.7213915300269768,0.023987083432290168
R2410,T050,0.18931650294065483,0.7787804140401637
R2411,T008,0.06350204273896864,0.8393229604183868
R2412,T088,0.34538550664145284,0.21879697702042733
R2413,T021,0.5158786950935023,0.5331958711800318
R2414,T102,0.8172297747798559,0.9024100384543882
R2415,T076,0.28459953541881433,0.2150011075242232
R2416,T015,0.11131226259657989,0.020317349769196413
R2417,T103,0.7080180425097073,0.37403056514113475
R2418,T111,0.018611005611447018,0.9482476253490039
R2419,T058,0.11285061165074872,0.5279322779798756
R2420,T001,0.18658020638764183,0.04675371668409323
R2421,T000,0.5700938144283776,0.23098760255083473
R2422,T092,0.2704611561992061,0.8397927677792193
R2423,T086,0.31300352501578066,0.5220481145868588
R2424,T027,0.4657628786567717,0.8258661030360047
R2425,T016,0.10584645154058447,0.02241860836235754
R2426,T106,0.9847001775888644,0.9465820144084937
R2427,T117,0.661077167882813,0.6406669461574166
R2428,T063,0.2299817038673515,0.04584473852859927
R2429,T042,0.7679112782836985,0.09376904168430467
R2430,T110,0.6531242323796166,0.5783275873933765
R2431,T029,0.8597360758970145,0.8069878302677149
R2432,T069,0.7263726180564117,0.5947435177651353
R2433,T109,0.6969193807544629,0.4921277622910456
R2434,T031,0.6785128508594991,0.32324704435828977
R2435,T101,0.9134772042225642,0.5504105546835952
R2436,T033,0.885122490093808,0.614145098424966
R2437,T094,0.7458927203421356,0.9593108559120153
R2438,T054,0.654074125757348,0.9805384653469335
R2439,T109,0.7041159674935191,0.061468790192790834
R2440,T025,0.6816312744951665,0.5169766937012731
R2441,T117,0.04279826652996099,0.9673586768706772
R2442,T049,0.8466556035383287,0.5191401936495739
R2443,T016,0.6003238022399034,0.9823007109295634
R2444,T031,0.6194853871355301,0.5187087076442115
R2445,T018,0.22942571380432542,0.253545984500714
R2446,T057,0.8579386496490055,0.9569233777262942
R2447,T117,0.6348525725742912,0.9592169034936394
R2448,T078,0.49604157842739993,0.33798987666595515
R2449,T113,0.9646974535698332,0.2784450535721641
R2450,T017,0.971000796047233,0.3152591201875691
R2451,T087,0.5940092522402888,0.4203996161928889
R2452,T074,0.4296549285930701,0.28834077867429886
R2453,T095,0.30884541905042395,0.9089075019282228
R2454,T056,0.5194656515596214,0.8277151810757746
R2455,T067,0.2942507562084734,0.585064593810253
R2456,T063,0.9915646870728573,0.43592608499412633
R2457,T113,0.839235409073424,0.04153363752303785
R2458,T105,0.1297885304021703,0.3627932823093263
R2459,T011,0.3725686418265306,0.07116229041974464
R2460,T026,0.9959791799949572,0.9781516794746858
R2461,T012,0.844255457638896,0.7555499394292768
R2462,T040,0.4107139423526892,0.8184002827673026
R2463,T058,0.38051774298761065,0.8190791885569445
R2464,T082,0.6268915940275199,0.6136404153888274
R2465,T047,0.2546784043813146,0.22083586414960732
R2466,T097,0.15318344961472552,0.08643570086826746
R2467,T124,0.985122295080697,0.07270328256142689
R2468,T035,0.671703478126562,0.9042564487757248
R2469,T025,0.6040593483777953,0.6183164882660042
R2470,T114,0.6245243221217258,0.46223806698708536
R2471,T002,0.31455778345652075,0.062403742188983036
R2472,T101,0.5272135714823614,0.42541453822070596
R2473,T117,0.09515385701709944,0.9708088008021786
R2474,T083,0.9340416295367375,0.8392305162447601
R2475,T001,0.7564804950723673,0.0699943940512121
R2476,T054,0.11291516480927766,0.3877644548087358
R2477,T117,0.29422620687003087,0.8296845988578131
R2478,T068,0.8638025590507306,0.27727795242267694
R2479,T040,0.23224184277603788,0.07248070599762013
R2480,T085,0.9718384076533804,0.5114910493008097
R2481,T015,0.23143415989139748,0.6917901310380407
R2482,T102,0.874156453334553,0.25897960691836486
R2483,T069,0.05168795546394456,0.8658953405614285
R2484,T031,0.1114028444231594,0.26193474095450975
R2485,T117,0.6359964741588859,0.3365570784566093
R2486,T009,0.04187835159408804,0.38011650132024544
R2487,T000,0.45256748829115234,0.4731856422943236
R2488,T014,0.5743094787964477,0.9760512630430815
R2489,T111,0.590845738750766,0.31751019439271555
R2490,T057,0.8289682347745865,0.3098814655086386
R2491,T046,0.44535205818703694,0.41021282098025413
R2492,T071,0.37214717783460205,0.8153984803080575
R2493,T098,0.1105130112748054,0.3298293873601421
R2494,T113,0.42228248290068515,0.8329292329361515
R2495,T072,0.24545529116012343,0.32296183997957384
R2496,T116,0.577460869962021,0.8231594878262732
R2497,T069,0.06533321459433372,0.6924493949201936
R2498,T016,0.6505245788749342,0.5738939520954782
R2499,T033,0.28924155647634897,0.14034324316496483
R2500,T041,0.5581891776166199,0.2323233874783187
R2501,T070,0.6019537778810382,0.30917616576935725
R2502,T046,0.18825475912769507,0.9881796138666333
R2503,T005,0.39303512312821764,0.9890378648516296
R2504,T065,0.9657601924082704,0.921380873144447
R2505,T052,0.9713298284889619,0.7877933180025144
R2506,T052,0.8400725716038796,0.2226583843200769
R2507,T090,0.5299375640727934,0.43266625761338795
R2508,T056,0.7583366971181141,0.774398211318571
R2509,T025,0.47176951401757616,0.44493255319982594
R2510,T096,0.666617289819876,0.7506588927529554
R2511,T056,0.30039152295852445,0.5163542961805155
R2512,T068,0.8114066247503304,0.5478505521221348
R2513,T080,0.8830286650769591,0.08511652298171779
R2514,T113,0.0527721631200484,0.8480276889947683
R2515,T057,0.4290324157641425,0.5087225547362979
R2516,T100,0.2382164773873635,0.41903128911160936
R2517,T124,0.25403169858355634,0.30573103565267923
R2518,T061,0.2808459878971068,0.458886765452611
R2519,T045,0.0362459415637183,0.2681043260432121
R2520,T000,0.38656219862565977,0.1226609611323386
R2521,T123,0.8101043918453258,0.4947356318490408
R2522,T046,0.358130044757916,0.8768641759164895
R2523,T062,0.4233360968813765,0.6219839998071381
R2524,T120,0.8373512294259566,0.8942250999078144
R2525,T115,0.05593268733893564,0.9043085242474557
R2526,T087,0.1820078427035562,0.11304411250979662
R2527,T008,0.9030817725851227,0.034219935573858606
R2528,T102,0.4755326900626995,0.7000250504707499
R2529,T057,0.270669738966945,0.10755981523913705
R2530,T025,0.5218658194921191,0.8846210153878832
R2531,T043,0.16860729796222607,0.3580779106223815
R2532,T061,0.5481156005124276,0.054452791547278556
R2533,T048,0.7222318323514423,0.16729227232420896
R2534,T101,0.18010075984371454,0.3759816840791661
R2535,T033,0.01005017955955867,0.2003826756626108
R2536,T083,0.4791494605714619,0.8936221358528628
R2537,T123,0.5576492549679541,0.16216763034431503
R2538,T113,0.1357917986052536,0.8864136016961155
R2539,T045,0.33094939474300267,0.4808748673581026
R2540,T035,0.050062910511011194,0.47561711175422205
R2541,T025,0.8500891701669747,0.5273267490874033
R2542,T116,0.8406491822789337,0.9859762656275067
R2543,T094,0.7042085326565568,0.4960394113162109
R2544,T105,0.08107200507718426,0.5701405633395038
R2545,T022,0.3332392091614492,0.349604267774695
R2546,T033,0.13873194353495888,0.15941434621950867
R2547,T031,0.648043404267114,0.6306560135697735
R2548,T123,0.389818249501648,0.23324305358054687
R2549,T096,0.9140675576001066,0.969911684873542
R2550,T071,0.5582688745128257,0.43880954393100957
R2551,T031,0.38303484822086353,0.2287754446436031
R2552,T033,0.7995521447859819,0.7893345012364863
R2553,T071,0.964683799638123,0.16917986982092525
R2554,T078,0.8236451798770512,0.6375439320705101
R2555,T049,0.9636093222300425,0.6429536910316046
R2556,T067,0.7228537201417656,0.025357400789866924
R2557,T060,0.6390872265741996,0.24732943652701556
R2558,T021,0.11911546356554126,0.20168828188948384
R2559,T063,0.4802964754892506,0.2539598751807235
R2560,T069,0.3896863635897957,0.5800563096470353
R2561,T085,0.31027216003816305,0.7376176876306884
R2562,T018,0.9702437454888357,0.04418190113647524
R2563,T070,0.6024505742359624,0.9783802062424619
R2564,T106,0.3183647985032979,0.9711331236039177
R2565,T081,0.6948233331997286,0.8399284011655609
R2566,T082,0.4672864804510888,0.4631757482317237
R2567,T090,0.7530501077280017,0.3003138952973732
R2568,T070,0.406407474617531,0.867113531116702
R2569,T067,0.4631774840121172,0.2516751824040028
R2570,T044,0.8524465605122672,0.018757480231948676
R2571,T031,0.9162390190744374,0.13496891930926236
R2572,T036,0.4820609270656995,0.5985313838740524
R2573,T115,0.749126496402849,0.9708137307900804
R2574,T024,0.45729182652154254,0.5258822501915428
R2575,T059,0.9517930989661227,0.9133364933139348
R2576,T068,0.700011817742759,0.507805775119756
R2577,T120,0.8883456010880629,0.6733143580984033
R2578,T112,0.15691624219188394,0.1829004659416491
R2579,T124,0.8703608681258478,0.017533928709586588
R2580,T082,0.8624948963150657,0.5392204663265778
R2581,T124,0.68315583187651,0.1593157349222467
R2582,T107,0.4303552223491276,0.8662928488836316
R2583,T054,0.5830621656939051,0.552828986685232
R2584,T007,0.7393967472202716,0.04631766373007573
R2585,T095,0.37190047957667105,0.8971815782649798
R2586,T105,0.3047296570888792,0.29856546832033803
R2587,T013,0.2253384431864126,0.22442390074679341
R2588,T079,0.5675253491122411,0.6339605381871151
R2589,T087,0.39289134139052073,0.9856303488753899
R2590,T124,0.7482442754664423,0.6056369867204364
R2591,T044,0.2765796254238154,0.437866615331886
R2592,T030,0.09881807870819337,0.415782590857284
R2593,T054,0.45918294224566725,0.31003279718844456
R2594,T030,0.07755201216614782,0.9740596226441204
R2595,T051,0.1480000580938503,0.6059928352858409
R2596,T111,0.5126507957517371,0.7216977748179608
R2597,T102,0.04821404240675542,0.856295073164199
R2598,T085,0.34186143915914635,0.9249620569633032
R2599,T075,0.3856386091405595,0.663012100389381
R2600,T049,0.656886124462902,0.865086574651196
R2601,T121,0.8766879850019003,0.9355636321508922
R2602,T043,0.31784097706972225,0.8366810794433283
R2603,T121,0.23704020060260955,0.9398825855403617
R2604,T125,0.6157818119692624,0.8325373069442551
R2605,T037,0.9718597560039574,0.4718950421473357
R2606,T065,0.3715868533034543,0.14185014044293853
R2607,T116,0.5504828529019543,0.9869174987577226
R2608,T083,0.38057283240067585,0.8844468578892564
R2609,T030,0.8932627351010018,0.6187614334871909
R2610,T016,0.6666334482396702,0.49058864296204563
R2611,T106,0.5272522609454631,0.48798253554600146
R2612,T035,0.6450936574695707,0.21829091758452046
R2613,T033,0.10434674231334562,0.8315058729613012
R2614,T044,0.18628379165608155,0.1903430921255035
R2615,T049,0.7323912542389479,0.7131801114122198
R2616,T067,0.4416600103831657,0.2484915568512931
R2617,T120,0.9246689198839853,0.9545025851150866
R2618,T052,0.9644995623082363,0.991345079167895
R2619,T115,0.7026203599195386,0.9737312542831772
R2620,T096,0.8177601442110652,0.8828269268709397
R2621,T080,0.6722188402038696,0.9189542964336131
R2622,T038,0.30375190827614973,0.8231284481867948
R2623,T031,0.029429343255411244,0.24507124333837704
R2624,T051,0.7705208131307637,0.7774585286962851
R2625,T122,0.3887747806566877,0.9158032034047467
R2626,T089,0.00801270580556357,0.029999077330485346
R2627,T069,0.3037187938292186,0.01219495596016229
R2628,T080,0.11561380684013411,0.03599076847415483
R2629,T124,0.08441286504374723,0.7622497802831428
R2630,T078,0.10977265906778133,0.5373980196302868
R2631,T042,0.3405115761592489,0.698029202146352
R2632,T064,0.5509052053241599,0.3475502236241468
R2633,T079,0.5296581719403384,0.9018841843536046
R2634,T056,0.7691516702694409,0.5863415327035425
R2635,T016,0.3785796693136668,0.2640886208772125
R2636,T034,0.4180928862470691,0.4248229752223748
R2637,T112,0.7991412409452171,0.285961584500925
R2638,T038,0.19461859577372564,0.8055093438336759
R2639,T072,0.8937568156392787,0.8992960817508134
R2640,T050,0.3840290196723197,0.11052570863736177
R2641,T091,0.5689786849641321,0.6546363504319487
R2642,T018,0.006148792161294381,0.4522478633401106
R2643,T059,0.9251074902004303,0.6338468712995425
R2644,T094,0.9960546897646492,0.013400407386684354
R2645,T058,0.3516659174457848,0.88802578508676
R2646,T117,0.07412353679597483,0.1991472950569848
R2647,T055,0.9231320381681594,0.9811120354031108
R2648,T085,0.48181034179278326,0.08817535737988047
R2649,T080,0.5133737362542531,0.479632423911302
R2650,T109,0.040846388859073546,0.9042895700872187
R2651,T073,0.14329665996807406,0.15418177479291395
R2652,T046,0.5922344436252318,0.037211469639453876
R2653,T085,0.10083797397386574,0.8306336282030273
R2654,T066,0.228486620703783,0.2790860416146488
R2655,T010,0.5706549709413982,0.9231394133152676
R2656,T045,0.5330200561524403,0.6107540825544695
R2657,T065,0.5922282631962682,0.4214606208167675
R2658,T055,0.9187298403532288,0.881014320436511
R2659,T071,0.3468442079675004,0.15146186447846866
R2660,T000,0.6571365080395447,0.33793160355950314
R2661,T072,0.03997608661079377,0.8616768758824167
R2662,T035,0.2695343385833928,0.3803940093769773
R2663,T076,0.5167842142030556,0.07690419898857148
R2664,T107,0.7645837873968901,0.3263698952620231
R2665,T075,0.30210082723919474,0.4293300873185367
R2666,T096,0.039091568389176046,0.7300812754507165
R2667,T099,0.8328884084605089,0.02657450493505764
R2668,T124,0.5131868291171654,0.8597197385576771
R2669,T081,0.19172110020591115,0.39817456008880636
R2670,T000,0.2679135941718578,0.046662979450261766
R2671,T050,0.21433415110867482,0.1811887688081003
R2672,T005,0.5466221595508522,0.8862639407350841
R2673,T018,0.006072041788460214,0.4985164535050066
R2674,T024,0.13465730588312985,0.1512843964765329
R2675,T097,0.0165893952941516,0.9523055853578759
R2676,T029,0.2975657199171792,0.36388583709620137
R2677,T067,0.9802548685013832,0.6669835738147383
R2678,T049,0.9319923167941564,0.9045280527677967
R2679,T045,0.3349320405635634,0.7049798990148031
R2680,T001,0.5578871279123487,0.2358978721556897
R2681,T121,0.5030669579525774,0.5768798060148128
R2682,T066,0.5782699422520818,0.7976798549010004
R2683,T118,0.45981567290758074,0.03615450939947318
R2684,T063,0.76989164544242,0.2841803394360124
R2685,T114,0.9446889114816968,0.9077840126851949
R2686,T019,0.07298827215009451,0.30977829423327596
R2687,T051,0.45574195053037936,0.6920707894999648
R2688,T025,0.15020651796043938,0.27816686076285546
R2689,T047,0.7690932299377066,0.6880823186272441
R2690,T017,0.191928594260811,0.620735634277888
R2691,T019,0.6076866457219819,0.523281137655915
R2692,T109,0.5494498550618984,0.059508337319403415
R2693,T105,0.6878511829265589,0.294497976084485
R2694,T112,0.2372458170899372,0.15688695480723414
R2695,T097,0.7932710223403504,0.6759953826017536
R2696,T073,0.07916454069500756,0.44418269829863755
R2697,T069,0.6086551605874889,0.5973017688896283
R2698,T028,0.7500484155174372,0.9810490126591338
R2699,T071,0.1484347867658915,0.9276538769333914
R2700,T018,0.09080369856565373,0.5775777577034747
R2701,T064,0.3777251555433453,0.5110254447500798
R2702,T100,0.04599759492256539,0.9970821921432595
R2703,T015,0.8903416461349979,0.027382897558247965
R2704,T076,0.8590331834969004,0.20673870557449292
R2705,T063,0.5768920233912914,0.6260403303466767
R2706,T056,0.15909172807047411,0.9658752361225955
R2707,T045,0.8724097586298025,0.24871858561447258
R2708,T024,0.185092471638572,0.217088867452083
R2709,T068,0.21557707050892705,0.06359766647948795
R2710,T023,0.7856176229890582,0.12706142991975355
R2711,T009,0.9051088790924237,0.7395686280390106
R2712,T085,0.7008788458679568,0.8012392149030432
R2713,T000,0.05772175165048643,0.5321816443435801
R2714,T088,0.5273245248103112,0.5278334228452837
R2715,T011,0.8940893250075702,0.8667057713966936
R2716,T102,0.26175635135085673,0.5973425844103161
R2717,T071,0.7394524773881409,0.5349149708438962
R2718,T095,0.25314695620606653,0.7721677513728249
R2719,T121,0.8662550607257492,0.7331676087697073
R2720,T090,0.9851731837540522,0.4638965889198138
R2721,T107,0.11908953227450403,0.4889736405871993
R2722,T016,0.7419983112573071,0.005018454736750555
R2723,T110,0.6075365217516033,0.5232182682583532
R2724,T003,0.9117297689316701,0.033523387550352446
R2725,T091,0.8673039205319173,0.3337970348832009
R2726,T094,0.6616202290962439,0.8773624827296603
R2727,T097,0.2101121972799539,0.8088464369609194
R2728,T023,0.6264693880114481,0.7122207091598147
R2729,T110,0.30842999012852135,0.08829091592799398
R2730,T006,0.9782052338726289,0.6801047993411036
R2731,T079,0.5166305982433395,0.49004737375157104
R2732,T101,0.836791508356827,0.2251552375000272
R2733,T069,0.5981223446803144,0.8183245873238784
R2734,T114,0.21607539876562398,0.9873534480243324
R2735,T064,0.2533390199793948,0.7252524221973293
R2736,T006,0.9651965305051857,0.2933050403714731
R2737,T037,0.3303438372844114,0.5503109888676594
R2738,T117,0.13287749542354277,0.13560532891164834
R2739,T048,0.16752470416045984,0.0290761366238661
R2740,T034,0.5135405412072988,0.6981271720650492
R2741,T117,0.6492033604141595,0.4985030734775936
R2742,T011,0.2803691050175159,0.40882668394171817
R2743,T079,0.19202254520329554,0.30389577491911635
R2744,T110,0.9508904643760118,0.6967036721422329
R2745,T123,0.8036540103678536,0.7873817830487279
R2746,T070,0.279293933082861,0.17564262203579872
R2747,T109,0.915662422001641,0.17201763373076873
R2748,T038,0.8168792069938144,0.8975692574412945
R2749,T108,0.1917333450343376,0.26618148427798605
R2750,T017,0.45388614898273116,0.13717689838218328
R2751,T088,0.5487121637434538,0.5750743547878748
R2752,T014,0.6879902329049977,0.2792401376329613
R2753,T094,0.4824174965199344,0.7413356312981052
R2754,T117,0.12180162492353841,0.22617153191103867
R2755,T104,0.12839811689159752,0.8749352548667116
R2756,T048,0.0019017583821441253,0.3118968776213107
R2757,T045,0.9883606651053318,0.9961466271004156
R2758,T039,0.47388175450207093,0.03816230706453205
R2759,T097,0.2653051368768051,0.12860872810310975
R2760,T023,0.3048997386407847,0.38854540976950513
R2761,T023,0.9792266693047954,0.6628515971056097
R2762,T101,0.08018091009784989,0.9869279211272161
R2763,T123,0.7167995367510227,0.1790598717038261
R2764,T096,0.08513375383179889,0.6206763108466019
R2765,T119,0.3735420765725952,0.06860054414278605
R2766,T004,0.74096335304215,0.6740593204081116
R2767,T089,0.374488502966166,0.6535480286649578
R2768,T089,0.2713506392666225,0.7346065406113552
R2769,T006,0.8132258546221174,0.42718639555083815
R2770,T046,0.2614341481095591,0.5188943242291104
R2771,T060,0.9960163010980827,0.16651594891103638
R2772,T071,0.15815776866867204,0.9212624129004444
R2773,T013,0.6180200806978245,0.038020890195543444
R2774,T093,0.4329560096533418,0.44597791111194385
R2775,T064,0.08401784600097739,0.31585452815108295
R2776,T093,0.7873691298122046,0.03659166256058122
R2777,T076,0.49407173442105434,0.07586684988355719
R2778,T015,0.1984924236118033,0.11626127440463652
R2779,T016,0.8979454756525321,0.8859599600448834
R2780,T015,0.6628117634509297,0.8981919058734155
R2781,T043,0.10372162138483743,0.638275871576113
R2782,T069,0.03510590567367888,0.08550937043067408
R2783,T101,0.5031124132036727,0.8746041471974608
R2784,T097,0.8968337493769005,0.43066356989568955
R2785,T094,0.9340598996723892,0.7565455526171222
R2786,T115,0.5504917306331427,0.710293224475483
R2787,T077,0.34043508480725737,0.09294270970807783
R2788,T087,0.22514095714569882,0.011462143841495798
R2789,T035,0.6592837040682037,0.843552000374437
R2790,T061,0.9035106767297296,0.3019282688663686
R2791,T096,0.8701724066863704,0.1606343597740163
R2792,T122,0.699618434623673,0.6627331407528737
R2793,T109,0.05862105789510219,0.7691582051488798
R2794,T114,0.02012812324750135,0.06924467345904173
R2795,T011,0.8784517748006881,0.7236948771082388
R2796,T072,0.1940830289628851,0.8249632470258909
R2797,T084,0.5280679247680268,0.6167255112980966
R2798,T114,0.32810774854471403,0.10154945452528297
R2799,T062,0.9421287997367235,0.2112742865656273
R2800,T010,0.46692605529809483,0.9954909604099512
R2801,T032,0.39560472803469615,0.8493208404566435
R2802,T060,0.04380159131814032,0.4987008462159195
R2803,T024,0.7961079104036266,0.845158469591491
R2804,T037,0.8393497382310174,0.25183540773732516
R2805,T037,0.4293821419213043,0.9145490436145436
R2806,T081,0.5972804727305898,0.44343923533328
R2807,T077,0.6997884445997666,0.7359331128598815
R2808,T116,0.41409405946312416,0.5164706460286889
R2809,T093,0.18222271622031805,0.2023081649800832
R2810,T050,0.7061127846134508,0.8136814032826377
R2811,T081,0.32641712199300743,0.09730583862161402
R2812,T011,0.9146322603025385,0.9552968914986429
R2813,T023,0.6026372560408457,0.8215439660703426
R2814,T083,0.1812348093577688,0.21956340183082268
R2815,T099,0.04990670229758676,0.5365280672024161
R2816,T093,0.446772117312071,0.49092861606590465
R2817,T060,0.849763711828837,0.519481264491778
R2818,T066,0.05669410986502632,0.45811638869955207
R2819,T052,0.25807090963925694,0.37249859359940807
R2820,T093,0.7703889871880353,0.2850949458052723
R2821,T119,0.5251727844935246,0.02199550410835771
R2822,T036,0.8012220567221522,0.12535962163386294
R2823,T051,0.727149401029908,0.6090018899705952
R2824,T124,0.7392853955246496,0.1583711730126689
R2825,T0390,0.2636200744292987,0.09928527377183949
R2826,T100,0.9925117772502451,0.24381027176645031
R2827,T061,0.2940293260804556,0.5588151640490445
R2828,T070,0.21128557057712916,0.8522110945202196
R2829,T054,0.4097816977484089,0.24966456243880164
R2830,T098,0.278895331416563,0.3272737819817356
R2831,T107,0.8899480668997385,0.5921356471724
R2832,T056,0.7270285294334533,0.07907642866737763
R2833,T112,0.5619985198536396,0.24166072518978332
R2834,T039,0.9405908833140142,0.24019937859602492
R2835,T047,0.1400897710965131,0.5936153091906258
R2836,T071,0.24089542096979688,0.07928200069287705
R2837,T084,0.04989469470172647,0.2825711523804084
R2838,T015,0.22047190015936124,0.10828925745802775
R2839,T054,0.09451248859656147,0.3951181588049588
R2840,T092,0.09026252943910096,0.7787578144523025
R2841,T060,0.8064203128180988,0.9493354374231987
R2842,T031,0.36292470146170297,0.9487299299541946
R2843,T109,0.6863610364158615,0.27456069605816824
R2844,T090,0.9971601374022936,0.6699308708190549
R2845,T014,0.14808143703104415,0.14508046574343936
R2846,T104,0.20071646542538846,0.5932569591605142
R2847,T098,0.11629421261718942,0.30119109914913156
R2848,T102,0.5346167406432203,0.22834518291179673
R2849,T107,0.6059863189108597,0.11073098130283476
R2850,T089,0.8643642690143812,0.737040164046246
R2851,T116,0.9501022523482312,0.37260924676439366
R2852,T114,0.7112426299011803,0.08902134074938417
R2853,T094,0.4275028364682133,0.04645413802730802
R2854,T073,0.33451633834490546,0.663039856535134
R2855,T011,0.5659399181930739,0.19817676723891442
R2856,T035,0.3005522929992488,0.9959116777759828
R2857,T061,0.37831475752492505,0.8143418525451231
R2858,T037,0.8951942153085658,0.863122560489652
R2859,T007,0.12007776439839257,0.36174276792145965
R2860,T030,0.305061767881455,0.712705346774357
R2861,T120,0.18093860203360157,0.015835041050692555
R2862,T059,0.18260981960178313,0.48846455355145946
R2863,T051,0.3913287455052389,0.34723452151107226
R2864,T034,0.516348095862027,0.29744359240459395
R2865,T053,0.2691804153828301,0.6101940748007424
R2866,T116,0.34462152553085623,0.8835470350141206
R2867,T079,0.3821693681057339,0.338880375994959
R2868,T083,0.5346618959487671,0.39838045816116097
R2869,T056,0.10270407949924176,0.6786556533750175
R2870,T032,0.6750809807184412,0.5330704834192197
R2871,T084,0.5515893721932571,0.9723485485104265
R2872,T099,0.043321418583873506,0.13934498389347472
R2873,T007,0.3280229776829756,0.170300148666222
R2874,T057,0.8287547653962349,0.9578867761690497
R2875,T010,0.892883260345025,0.9409550756052775
R2876,T033,0.1634886830068344,0.45863617929963263
R2877,T073,0.938725120788339,0.1101562161135029
R2878,T122,0.3249203591178049,0.19226692454316974
R2879,T027,0.16992151275007616,0.10287834246804806
R2880,T096,0.4199221097543727,0.14316917075881797
R2881,T058,0.8853214822650559,0.320653026208379
R2882,T018,0.01755153877820348,0.612156832529808
R2883,T075,0.6234614021452949,0.2968623165624329
R2884,T054,0.663373314254891,0.8244981887639135
R2885,T042,0.7501480403964974,0.03408984889244682
R2886,T077,0.5197677118124449,0.2683806015247274
R2887,T103,0.5840851260770938,0.32509871174616334
R2888,T015,0.8604816731192347,0.3223235553450954
R2889,T084,0.5919707141419326,0.5318388137576885
R2890,T071,0.7977900687072621,0.13835432231499556
R2891,T096,0.9392121267403017,0.3463755198020505
R2892,T082,0.037655344369518784,0.38997160005829123
R2893,T086,0.26581912426011134,0.033074105167936296
R2894,T008,0.6517187100589649,0.07792641808888479
R2895,T116,0.9553811660475905,0.6322526826153582
R2896,T068,0.3871933717899515,0.1470137699876226
R2897,T062,0.22424806060850777,0.16672112956473928
R2898,T037,0.8845317453691105,0.2782629211090232
R2899,T003,0.868679221811243,0.08707496746335752
R2900,T009,0.8817500513020909,0.7389864316772814
R2901,T111,0.7575275310178079,0.8779298998837904
R2902,T106,0.6853025538769956,0.1443151535965791
R2903,T080,0.2332255459946373,0.7909030622021254
R2904,T005,0.5734194540783505,0.6649244422551557
R2905,T090,0.833038189647533,0.6857227140048514
R2906,T123,0.3182477078818071,0.14298877943134736
R2907,T074,0.17281627244650555,0.5247319226703322
R2908,T032,0.29816626592419515,0.09008146794825678
R2909,T031,0.7725260778251489,0.20518339579872102
R2910,T125,0.7036784251675022,0.7766108912220029
R2911,T125,0.4521196026668264,0.5121597801271446
R2912,T109,0.0869681008202896,0.4996277473870697
R2913,T085,0.0967062221687246,0.6387098085516874
R2914,T012,0.5002389983062608,0.3382239815151802
R2915,T060,0.42852698431367653,0.0701949192359903
R2916,T123,0.20250293355997384,0.5770591757863198
R2917,T060,0.3221001943575291,0.14809005461208635
R2918,T120,0.5138429259278097,0.9284132985877733
R2919,T095,0.0312449424333755,0.8707562482912956
R2920,T004,0.6843783941695919,0.8806733401924708
R2921,T109,0.8449630784151376,0.9425975549495919
R2922,T048,0.7007460089039639,0.28665123440903484
R2923,T001,0.18042666969997811,0.7593621164925356
R2924,T083,0.40164937590006256,0.3085348192619951
R2925,T033,0.3532881072212678,0.039660726490598264
R2926,T018,0.5747169199856108,0.06113564809116678
R2927,T079,0.032257645074478036,0.4182698526168399
R2928,T058,0.20700715300813333,0.9460962723584759
R2929,T116,0.13078669399440235,0.9868626192686034
R2930,T050,0.8276652740647209,0.7517525133274275
R2931,T120,0.26257645771581883,0.11816512319079697
R2932,T089,0.8834025989129519,0.3672626713627688
R2933,T032,0.957388631199345,0.7002911490270748
R2934,T027,0.10424298638750806,0.28369438733810215
R2935,T004,0.29889079080154224,0.8289347828909767
R2936,T017,0.44909791170614777,0.9165390098976228
R2937,T087,0.31108340405947144,0.031010179444280528
R2938,T088,0.9060460639523954,0.3569951956185198
R2939,T097,0.6944712829418863,0.41490779142772016
R2940,T110,0.6835676618731304,0.9526940640810275
R2941,T076,0.7892535327240014,0.6085611106716703
R2942,T082,0.781955575365853,0.8678936855644565
R2943,T043,0.42545186454896056,0.12694730438228496
R2944,T087,0.6082688109345408,0.10537316422715959
R2945,T115,0.4912587614355445,0.6320427993496316
R2946,T054,0.23595344519323114,0.6611207475339143
R2947,T047,0.20593082793451256,0.6180424950653631
R2948,T017,0.7779521088372962,0.13132935825850411
R2949,T025,0.7013651821015064,0.09596282958524338
R2950,T106,0.49921885311119707,0.46067663892510824
R2951,T110,0.5326556285552612,0.8082609505487763
R2952,T120,0.4663949227443994,0.5988327358374509
R2953,T056,0.9302509162575697,0.8025353568824285
R2954,T099,0.09576589912718592,0.13473099626588625
R2955,T116,0.49243830368724895,0.18317212469386113
R2956,T010,0.29176720824159863,0.8666930906888606
R2957,T067,0.28017322669381695,0.8309280727031421
R2958,T058,0.5720656888625485,0.18864379513269847
R2959,T045,0.4969919015345039,0.7125097800516207
R2960,T070,0.5495449337746758,0.09686627477810938
R2961,T083,0.2791224040375506,0.6410436835589458
R2962,T105,0.5708477419443865,0.12116199783574533
R2963,T115,0.21392139753261108,0.87086322192261
R2964,T044,0.7146621136029357,0.5651583921686268
R2965,T037,0.5541828481983976,0.14316499133166916
R2966,T049,0.19236082672634258,0.5361732896988977
